step,episode,episode_reward,env,seed,agent
2340000,2340,831.8,cartpole_swingup_sparse,8,DrQ
2360000,2360,838.1,cartpole_swingup_sparse,8,DrQ
2380000,2380,828.4,cartpole_swingup_sparse,8,DrQ
2400000,2400,843.5,cartpole_swingup_sparse,8,DrQ
2420000,2420,814.5,cartpole_swingup_sparse,8,DrQ
2440000,2440,824.0,cartpole_swingup_sparse,8,DrQ
2460000,2460,779.1,cartpole_swingup_sparse,8,DrQ
2480000,2480,828.0,cartpole_swingup_sparse,8,DrQ
2500000,2500,822.9,cartpole_swingup_sparse,8,DrQ
2520000,2520,821.8,cartpole_swingup_sparse,8,DrQ
2540000,2540,792.7,cartpole_swingup_sparse,8,DrQ
2560000,2560,832.3,cartpole_swingup_sparse,8,DrQ
2580000,2580,769.4,cartpole_swingup_sparse,8,DrQ
2600000,2600,822.8,cartpole_swingup_sparse,8,DrQ
2620000,2620,824.7,cartpole_swingup_sparse,8,DrQ
2640000,2640,777.7,cartpole_swingup_sparse,8,DrQ
2660000,2660,832.0,cartpole_swingup_sparse,8,DrQ
2680000,2680,810.4,cartpole_swingup_sparse,8,DrQ
2700000,2700,832.2,cartpole_swingup_sparse,8,DrQ
0,0,0.0,cartpole_swingup_sparse,1,DrQ
20000,20,0.0,cartpole_swingup_sparse,1,DrQ
40000,40,0.0,cartpole_swingup_sparse,1,DrQ
60000,60,0.0,cartpole_swingup_sparse,1,DrQ
80000,80,0.0,cartpole_swingup_sparse,1,DrQ
100000,100,0.0,cartpole_swingup_sparse,1,DrQ
120000,120,0.0,cartpole_swingup_sparse,1,DrQ
140000,140,0.0,cartpole_swingup_sparse,1,DrQ
160000,160,0.0,cartpole_swingup_sparse,1,DrQ
180000,180,22.1,cartpole_swingup_sparse,1,DrQ
200000,200,15.2,cartpole_swingup_sparse,1,DrQ
220000,220,11.3,cartpole_swingup_sparse,1,DrQ
240000,240,26.4,cartpole_swingup_sparse,1,DrQ
260000,260,40.4,cartpole_swingup_sparse,1,DrQ
280000,280,71.4,cartpole_swingup_sparse,1,DrQ
300000,300,20.3,cartpole_swingup_sparse,1,DrQ
320000,320,195.2,cartpole_swingup_sparse,1,DrQ
340000,340,38.9,cartpole_swingup_sparse,1,DrQ
360000,360,324.7,cartpole_swingup_sparse,1,DrQ
380000,380,703.1,cartpole_swingup_sparse,1,DrQ
400000,400,798.0,cartpole_swingup_sparse,1,DrQ
420000,420,691.8,cartpole_swingup_sparse,1,DrQ
440000,440,742.3,cartpole_swingup_sparse,1,DrQ
460000,460,744.4,cartpole_swingup_sparse,1,DrQ
480000,480,761.8,cartpole_swingup_sparse,1,DrQ
500000,500,810.8,cartpole_swingup_sparse,1,DrQ
520000,520,793.5,cartpole_swingup_sparse,1,DrQ
540000,540,829.1,cartpole_swingup_sparse,1,DrQ
560000,560,788.9,cartpole_swingup_sparse,1,DrQ
580000,580,806.5,cartpole_swingup_sparse,1,DrQ
600000,600,838.3,cartpole_swingup_sparse,1,DrQ
620000,620,825.5,cartpole_swingup_sparse,1,DrQ
640000,640,802.1,cartpole_swingup_sparse,1,DrQ
660000,660,836.3,cartpole_swingup_sparse,1,DrQ
680000,680,831.0,cartpole_swingup_sparse,1,DrQ
700000,700,778.7,cartpole_swingup_sparse,1,DrQ
720000,720,833.8,cartpole_swingup_sparse,1,DrQ
740000,740,802.9,cartpole_swingup_sparse,1,DrQ
760000,760,825.9,cartpole_swingup_sparse,1,DrQ
780000,780,806.3,cartpole_swingup_sparse,1,DrQ
800000,800,835.4,cartpole_swingup_sparse,1,DrQ
820000,820,835.3,cartpole_swingup_sparse,1,DrQ
840000,840,784.7,cartpole_swingup_sparse,1,DrQ
860000,860,837.7,cartpole_swingup_sparse,1,DrQ
880000,880,820.8,cartpole_swingup_sparse,1,DrQ
900000,900,834.4,cartpole_swingup_sparse,1,DrQ
920000,920,812.3,cartpole_swingup_sparse,1,DrQ
940000,940,829.6,cartpole_swingup_sparse,1,DrQ
960000,960,831.7,cartpole_swingup_sparse,1,DrQ
980000,980,813.4,cartpole_swingup_sparse,1,DrQ
1000000,1000,814.3,cartpole_swingup_sparse,1,DrQ
1020000,1020,815.7,cartpole_swingup_sparse,1,DrQ
1040000,1040,815.4,cartpole_swingup_sparse,1,DrQ
1060000,1060,837.0,cartpole_swingup_sparse,1,DrQ
1080000,1080,812.4,cartpole_swingup_sparse,1,DrQ
1100000,1100,826.3,cartpole_swingup_sparse,1,DrQ
1120000,1120,738.0,cartpole_swingup_sparse,1,DrQ
1140000,1140,837.7,cartpole_swingup_sparse,1,DrQ
1160000,1160,834.2,cartpole_swingup_sparse,1,DrQ
1180000,1180,829.9,cartpole_swingup_sparse,1,DrQ
1200000,1200,808.1,cartpole_swingup_sparse,1,DrQ
1220000,1220,835.1,cartpole_swingup_sparse,1,DrQ
1240000,1240,833.8,cartpole_swingup_sparse,1,DrQ
1260000,1260,811.8,cartpole_swingup_sparse,1,DrQ
1280000,1280,836.7,cartpole_swingup_sparse,1,DrQ
1300000,1300,741.5,cartpole_swingup_sparse,1,DrQ
1320000,1320,774.7,cartpole_swingup_sparse,1,DrQ
1340000,1340,838.0,cartpole_swingup_sparse,1,DrQ
1360000,1360,830.0,cartpole_swingup_sparse,1,DrQ
1380000,1380,830.6,cartpole_swingup_sparse,1,DrQ
1400000,1400,836.1,cartpole_swingup_sparse,1,DrQ
1420000,1420,576.4,cartpole_swingup_sparse,1,DrQ
1440000,1440,604.3,cartpole_swingup_sparse,1,DrQ
1460000,1460,800.5,cartpole_swingup_sparse,1,DrQ
1480000,1480,792.6,cartpole_swingup_sparse,1,DrQ
1500000,1500,827.4,cartpole_swingup_sparse,1,DrQ
1520000,1520,805.4,cartpole_swingup_sparse,1,DrQ
1540000,1540,815.8,cartpole_swingup_sparse,1,DrQ
1560000,1560,792.9,cartpole_swingup_sparse,1,DrQ
1580000,1580,782.5,cartpole_swingup_sparse,1,DrQ
1600000,1600,833.0,cartpole_swingup_sparse,1,DrQ
1620000,1620,832.4,cartpole_swingup_sparse,1,DrQ
1640000,1640,825.4,cartpole_swingup_sparse,1,DrQ
1660000,1660,829.0,cartpole_swingup_sparse,1,DrQ
1680000,1680,827.8,cartpole_swingup_sparse,1,DrQ
1700000,1700,832.5,cartpole_swingup_sparse,1,DrQ
1720000,1720,828.2,cartpole_swingup_sparse,1,DrQ
1740000,1740,832.9,cartpole_swingup_sparse,1,DrQ
1760000,1760,828.4,cartpole_swingup_sparse,1,DrQ
1780000,1780,751.9,cartpole_swingup_sparse,1,DrQ
1800000,1800,825.7,cartpole_swingup_sparse,1,DrQ
1820000,1820,800.0,cartpole_swingup_sparse,1,DrQ
1840000,1840,835.2,cartpole_swingup_sparse,1,DrQ
1860000,1860,825.9,cartpole_swingup_sparse,1,DrQ
1880000,1880,748.6,cartpole_swingup_sparse,1,DrQ
1900000,1900,811.5,cartpole_swingup_sparse,1,DrQ
1920000,1920,769.3,cartpole_swingup_sparse,1,DrQ
1940000,1940,831.5,cartpole_swingup_sparse,1,DrQ
1960000,1960,821.2,cartpole_swingup_sparse,1,DrQ
1980000,1980,748.8,cartpole_swingup_sparse,1,DrQ
2000000,2000,823.7,cartpole_swingup_sparse,1,DrQ
2020000,2020,797.6,cartpole_swingup_sparse,1,DrQ
2040000,2040,809.6,cartpole_swingup_sparse,1,DrQ
2060000,2060,829.7,cartpole_swingup_sparse,1,DrQ
2080000,2080,817.5,cartpole_swingup_sparse,1,DrQ
2100000,2100,822.7,cartpole_swingup_sparse,1,DrQ
2120000,2120,835.9,cartpole_swingup_sparse,1,DrQ
2140000,2140,830.1,cartpole_swingup_sparse,1,DrQ
2160000,2160,824.1,cartpole_swingup_sparse,1,DrQ
2180000,2180,828.3,cartpole_swingup_sparse,1,DrQ
2200000,2200,819.9,cartpole_swingup_sparse,1,DrQ
2220000,2220,838.7,cartpole_swingup_sparse,1,DrQ
2240000,2240,830.9,cartpole_swingup_sparse,1,DrQ
2260000,2260,817.2,cartpole_swingup_sparse,1,DrQ
2280000,2280,835.2,cartpole_swingup_sparse,1,DrQ
2300000,2300,832.3,cartpole_swingup_sparse,1,DrQ
2320000,2320,741.5,cartpole_swingup_sparse,1,DrQ
2340000,2340,634.2,cartpole_swingup_sparse,1,DrQ
2360000,2360,829.0,cartpole_swingup_sparse,1,DrQ
2380000,2380,823.2,cartpole_swingup_sparse,1,DrQ
2400000,2400,837.7,cartpole_swingup_sparse,1,DrQ
2420000,2420,833.3,cartpole_swingup_sparse,1,DrQ
2440000,2440,837.8,cartpole_swingup_sparse,1,DrQ
2460000,2460,833.8,cartpole_swingup_sparse,1,DrQ
2480000,2480,833.5,cartpole_swingup_sparse,1,DrQ
2500000,2500,834.4,cartpole_swingup_sparse,1,DrQ
2520000,2520,836.7,cartpole_swingup_sparse,1,DrQ
2540000,2540,832.0,cartpole_swingup_sparse,1,DrQ
2560000,2560,752.0,cartpole_swingup_sparse,1,DrQ
2580000,2580,837.2,cartpole_swingup_sparse,1,DrQ
2600000,2600,843.5,cartpole_swingup_sparse,1,DrQ
2620000,2620,835.6,cartpole_swingup_sparse,1,DrQ
2640000,2640,801.2,cartpole_swingup_sparse,1,DrQ
2660000,2660,835.7,cartpole_swingup_sparse,1,DrQ
2680000,2680,828.8,cartpole_swingup_sparse,1,DrQ
2700000,2700,840.0,cartpole_swingup_sparse,1,DrQ
2720000,2720,837.0,cartpole_swingup_sparse,1,DrQ
2740000,2740,839.8,cartpole_swingup_sparse,1,DrQ
2760000,2760,827.0,cartpole_swingup_sparse,1,DrQ
2780000,2780,842.9,cartpole_swingup_sparse,1,DrQ
2800000,2800,740.2,cartpole_swingup_sparse,1,DrQ
2820000,2820,834.6,cartpole_swingup_sparse,1,DrQ
0,0,0.0,cartpole_swingup_sparse,2,DrQ
20000,20,0.0,cartpole_swingup_sparse,2,DrQ
40000,40,0.0,cartpole_swingup_sparse,2,DrQ
60000,60,0.0,cartpole_swingup_sparse,2,DrQ
80000,80,0.0,cartpole_swingup_sparse,2,DrQ
100000,100,0.0,cartpole_swingup_sparse,2,DrQ
120000,120,0.0,cartpole_swingup_sparse,2,DrQ
140000,140,0.0,cartpole_swingup_sparse,2,DrQ
160000,160,4.0,cartpole_swingup_sparse,2,DrQ
180000,180,3.7,cartpole_swingup_sparse,2,DrQ
200000,200,0.0,cartpole_swingup_sparse,2,DrQ
220000,220,4.2,cartpole_swingup_sparse,2,DrQ
240000,240,4.6,cartpole_swingup_sparse,2,DrQ
260000,260,9.6,cartpole_swingup_sparse,2,DrQ
280000,280,9.5,cartpole_swingup_sparse,2,DrQ
300000,300,16.2,cartpole_swingup_sparse,2,DrQ
320000,320,17.9,cartpole_swingup_sparse,2,DrQ
340000,340,17.1,cartpole_swingup_sparse,2,DrQ
360000,360,79.7,cartpole_swingup_sparse,2,DrQ
380000,380,38.9,cartpole_swingup_sparse,2,DrQ
400000,400,75.7,cartpole_swingup_sparse,2,DrQ
420000,420,99.8,cartpole_swingup_sparse,2,DrQ
440000,440,33.6,cartpole_swingup_sparse,2,DrQ
460000,460,265.6,cartpole_swingup_sparse,2,DrQ
480000,480,388.5,cartpole_swingup_sparse,2,DrQ
500000,500,684.7,cartpole_swingup_sparse,2,DrQ
520000,520,671.4,cartpole_swingup_sparse,2,DrQ
540000,540,399.8,cartpole_swingup_sparse,2,DrQ
560000,560,794.6,cartpole_swingup_sparse,2,DrQ
580000,580,676.2,cartpole_swingup_sparse,2,DrQ
600000,600,729.9,cartpole_swingup_sparse,2,DrQ
620000,620,766.9,cartpole_swingup_sparse,2,DrQ
640000,640,774.7,cartpole_swingup_sparse,2,DrQ
660000,660,786.4,cartpole_swingup_sparse,2,DrQ
680000,680,816.0,cartpole_swingup_sparse,2,DrQ
700000,700,801.5,cartpole_swingup_sparse,2,DrQ
720000,720,743.2,cartpole_swingup_sparse,2,DrQ
740000,740,799.8,cartpole_swingup_sparse,2,DrQ
760000,760,799.3,cartpole_swingup_sparse,2,DrQ
780000,780,783.4,cartpole_swingup_sparse,2,DrQ
800000,800,703.3,cartpole_swingup_sparse,2,DrQ
820000,820,803.6,cartpole_swingup_sparse,2,DrQ
840000,840,798.0,cartpole_swingup_sparse,2,DrQ
860000,860,803.0,cartpole_swingup_sparse,2,DrQ
880000,880,787.8,cartpole_swingup_sparse,2,DrQ
900000,900,809.2,cartpole_swingup_sparse,2,DrQ
920000,920,800.0,cartpole_swingup_sparse,2,DrQ
940000,940,823.2,cartpole_swingup_sparse,2,DrQ
960000,960,787.0,cartpole_swingup_sparse,2,DrQ
980000,980,834.8,cartpole_swingup_sparse,2,DrQ
1000000,1000,830.5,cartpole_swingup_sparse,2,DrQ
1020000,1020,526.4,cartpole_swingup_sparse,2,DrQ
1040000,1040,811.5,cartpole_swingup_sparse,2,DrQ
1060000,1060,825.1,cartpole_swingup_sparse,2,DrQ
1080000,1080,818.7,cartpole_swingup_sparse,2,DrQ
1100000,1100,834.2,cartpole_swingup_sparse,2,DrQ
1120000,1120,834.4,cartpole_swingup_sparse,2,DrQ
1140000,1140,826.9,cartpole_swingup_sparse,2,DrQ
1160000,1160,833.5,cartpole_swingup_sparse,2,DrQ
1180000,1180,829.4,cartpole_swingup_sparse,2,DrQ
1200000,1200,828.2,cartpole_swingup_sparse,2,DrQ
1220000,1220,822.5,cartpole_swingup_sparse,2,DrQ
1240000,1240,827.0,cartpole_swingup_sparse,2,DrQ
1260000,1260,831.7,cartpole_swingup_sparse,2,DrQ
1280000,1280,832.1,cartpole_swingup_sparse,2,DrQ
1300000,1300,827.7,cartpole_swingup_sparse,2,DrQ
1320000,1320,828.7,cartpole_swingup_sparse,2,DrQ
1340000,1340,820.0,cartpole_swingup_sparse,2,DrQ
1360000,1360,832.7,cartpole_swingup_sparse,2,DrQ
1380000,1380,831.0,cartpole_swingup_sparse,2,DrQ
1400000,1400,833.5,cartpole_swingup_sparse,2,DrQ
1420000,1420,822.0,cartpole_swingup_sparse,2,DrQ
1440000,1440,830.0,cartpole_swingup_sparse,2,DrQ
1460000,1460,833.0,cartpole_swingup_sparse,2,DrQ
1480000,1480,831.0,cartpole_swingup_sparse,2,DrQ
1500000,1500,835.8,cartpole_swingup_sparse,2,DrQ
1520000,1520,825.2,cartpole_swingup_sparse,2,DrQ
1540000,1540,837.6,cartpole_swingup_sparse,2,DrQ
1560000,1560,834.1,cartpole_swingup_sparse,2,DrQ
1580000,1580,629.2,cartpole_swingup_sparse,2,DrQ
1600000,1600,818.9,cartpole_swingup_sparse,2,DrQ
1620000,1620,823.9,cartpole_swingup_sparse,2,DrQ
1640000,1640,809.7,cartpole_swingup_sparse,2,DrQ
1660000,1660,815.7,cartpole_swingup_sparse,2,DrQ
1680000,1680,770.5,cartpole_swingup_sparse,2,DrQ
1700000,1700,819.3,cartpole_swingup_sparse,2,DrQ
1720000,1720,810.5,cartpole_swingup_sparse,2,DrQ
1740000,1740,836.4,cartpole_swingup_sparse,2,DrQ
1760000,1760,819.9,cartpole_swingup_sparse,2,DrQ
1780000,1780,819.2,cartpole_swingup_sparse,2,DrQ
1800000,1800,809.2,cartpole_swingup_sparse,2,DrQ
1820000,1820,818.2,cartpole_swingup_sparse,2,DrQ
1840000,1840,834.4,cartpole_swingup_sparse,2,DrQ
1860000,1860,813.5,cartpole_swingup_sparse,2,DrQ
1880000,1880,818.6,cartpole_swingup_sparse,2,DrQ
1900000,1900,817.3,cartpole_swingup_sparse,2,DrQ
1920000,1920,829.2,cartpole_swingup_sparse,2,DrQ
1940000,1940,829.4,cartpole_swingup_sparse,2,DrQ
1960000,1960,825.3,cartpole_swingup_sparse,2,DrQ
1980000,1980,829.6,cartpole_swingup_sparse,2,DrQ
2000000,2000,831.3,cartpole_swingup_sparse,2,DrQ
2020000,2020,818.9,cartpole_swingup_sparse,2,DrQ
2040000,2040,821.1,cartpole_swingup_sparse,2,DrQ
2060000,2060,832.8,cartpole_swingup_sparse,2,DrQ
2080000,2080,824.1,cartpole_swingup_sparse,2,DrQ
2100000,2100,823.5,cartpole_swingup_sparse,2,DrQ
2120000,2120,815.4,cartpole_swingup_sparse,2,DrQ
2140000,2140,826.6,cartpole_swingup_sparse,2,DrQ
2160000,2160,695.4,cartpole_swingup_sparse,2,DrQ
2180000,2180,830.2,cartpole_swingup_sparse,2,DrQ
2200000,2200,832.2,cartpole_swingup_sparse,2,DrQ
2220000,2220,825.9,cartpole_swingup_sparse,2,DrQ
2240000,2240,824.2,cartpole_swingup_sparse,2,DrQ
2260000,2260,801.2,cartpole_swingup_sparse,2,DrQ
2280000,2280,830.7,cartpole_swingup_sparse,2,DrQ
2300000,2300,836.5,cartpole_swingup_sparse,2,DrQ
2320000,2320,833.6,cartpole_swingup_sparse,2,DrQ
2340000,2340,826.5,cartpole_swingup_sparse,2,DrQ
2360000,2360,833.0,cartpole_swingup_sparse,2,DrQ
2380000,2380,824.6,cartpole_swingup_sparse,2,DrQ
2400000,2400,843.7,cartpole_swingup_sparse,2,DrQ
2420000,2420,817.1,cartpole_swingup_sparse,2,DrQ
2440000,2440,834.6,cartpole_swingup_sparse,2,DrQ
2460000,2460,835.1,cartpole_swingup_sparse,2,DrQ
2480000,2480,834.7,cartpole_swingup_sparse,2,DrQ
2500000,2500,842.5,cartpole_swingup_sparse,2,DrQ
2520000,2520,836.7,cartpole_swingup_sparse,2,DrQ
2540000,2540,839.2,cartpole_swingup_sparse,2,DrQ
2560000,2560,841.1,cartpole_swingup_sparse,2,DrQ
2580000,2580,822.0,cartpole_swingup_sparse,2,DrQ
2600000,2600,825.4,cartpole_swingup_sparse,2,DrQ
2620000,2620,823.8,cartpole_swingup_sparse,2,DrQ
2640000,2640,838.4,cartpole_swingup_sparse,2,DrQ
2660000,2660,748.9,cartpole_swingup_sparse,2,DrQ
2680000,2680,706.6,cartpole_swingup_sparse,2,DrQ
2700000,2700,802.1,cartpole_swingup_sparse,2,DrQ
2720000,2720,829.3,cartpole_swingup_sparse,2,DrQ
2740000,2740,780.0,cartpole_swingup_sparse,2,DrQ
2760000,2760,805.9,cartpole_swingup_sparse,2,DrQ
2780000,2780,825.6,cartpole_swingup_sparse,2,DrQ
0,0,0.0,cartpole_swingup_sparse,3,DrQ
20000,20,0.0,cartpole_swingup_sparse,3,DrQ
40000,40,0.0,cartpole_swingup_sparse,3,DrQ
60000,60,0.0,cartpole_swingup_sparse,3,DrQ
80000,80,0.0,cartpole_swingup_sparse,3,DrQ
100000,100,0.0,cartpole_swingup_sparse,3,DrQ
120000,120,0.0,cartpole_swingup_sparse,3,DrQ
140000,140,0.0,cartpole_swingup_sparse,3,DrQ
160000,160,0.0,cartpole_swingup_sparse,3,DrQ
180000,180,0.0,cartpole_swingup_sparse,3,DrQ
200000,200,0.0,cartpole_swingup_sparse,3,DrQ
220000,220,0.0,cartpole_swingup_sparse,3,DrQ
240000,240,0.0,cartpole_swingup_sparse,3,DrQ
260000,260,0.0,cartpole_swingup_sparse,3,DrQ
280000,280,0.0,cartpole_swingup_sparse,3,DrQ
300000,300,0.0,cartpole_swingup_sparse,3,DrQ
320000,320,0.0,cartpole_swingup_sparse,3,DrQ
340000,340,0.0,cartpole_swingup_sparse,3,DrQ
360000,360,0.0,cartpole_swingup_sparse,3,DrQ
380000,380,0.0,cartpole_swingup_sparse,3,DrQ
400000,400,0.0,cartpole_swingup_sparse,3,DrQ
420000,420,0.0,cartpole_swingup_sparse,3,DrQ
440000,440,0.0,cartpole_swingup_sparse,3,DrQ
460000,460,0.0,cartpole_swingup_sparse,3,DrQ
480000,480,0.0,cartpole_swingup_sparse,3,DrQ
500000,500,0.0,cartpole_swingup_sparse,3,DrQ
520000,520,0.0,cartpole_swingup_sparse,3,DrQ
540000,540,0.0,cartpole_swingup_sparse,3,DrQ
560000,560,0.0,cartpole_swingup_sparse,3,DrQ
580000,580,0.0,cartpole_swingup_sparse,3,DrQ
600000,600,0.0,cartpole_swingup_sparse,3,DrQ
620000,620,0.0,cartpole_swingup_sparse,3,DrQ
640000,640,0.0,cartpole_swingup_sparse,3,DrQ
660000,660,0.0,cartpole_swingup_sparse,3,DrQ
680000,680,0.0,cartpole_swingup_sparse,3,DrQ
700000,700,0.0,cartpole_swingup_sparse,3,DrQ
720000,720,0.0,cartpole_swingup_sparse,3,DrQ
740000,740,0.0,cartpole_swingup_sparse,3,DrQ
760000,760,0.0,cartpole_swingup_sparse,3,DrQ
780000,780,0.0,cartpole_swingup_sparse,3,DrQ
800000,800,0.0,cartpole_swingup_sparse,3,DrQ
820000,820,0.0,cartpole_swingup_sparse,3,DrQ
840000,840,0.0,cartpole_swingup_sparse,3,DrQ
860000,860,0.0,cartpole_swingup_sparse,3,DrQ
880000,880,0.0,cartpole_swingup_sparse,3,DrQ
900000,900,0.0,cartpole_swingup_sparse,3,DrQ
920000,920,0.0,cartpole_swingup_sparse,3,DrQ
940000,940,0.0,cartpole_swingup_sparse,3,DrQ
960000,960,0.0,cartpole_swingup_sparse,3,DrQ
980000,980,0.0,cartpole_swingup_sparse,3,DrQ
1000000,1000,0.0,cartpole_swingup_sparse,3,DrQ
1020000,1020,0.0,cartpole_swingup_sparse,3,DrQ
1040000,1040,0.0,cartpole_swingup_sparse,3,DrQ
1060000,1060,0.0,cartpole_swingup_sparse,3,DrQ
1080000,1080,0.0,cartpole_swingup_sparse,3,DrQ
1100000,1100,0.0,cartpole_swingup_sparse,3,DrQ
1120000,1120,0.0,cartpole_swingup_sparse,3,DrQ
1140000,1140,0.0,cartpole_swingup_sparse,3,DrQ
1160000,1160,0.0,cartpole_swingup_sparse,3,DrQ
1180000,1180,0.0,cartpole_swingup_sparse,3,DrQ
1200000,1200,0.0,cartpole_swingup_sparse,3,DrQ
1220000,1220,0.0,cartpole_swingup_sparse,3,DrQ
1240000,1240,0.0,cartpole_swingup_sparse,3,DrQ
1260000,1260,0.0,cartpole_swingup_sparse,3,DrQ
1280000,1280,0.0,cartpole_swingup_sparse,3,DrQ
1300000,1300,0.0,cartpole_swingup_sparse,3,DrQ
1320000,1320,0.0,cartpole_swingup_sparse,3,DrQ
1340000,1340,0.0,cartpole_swingup_sparse,3,DrQ
1360000,1360,0.0,cartpole_swingup_sparse,3,DrQ
1380000,1380,0.0,cartpole_swingup_sparse,3,DrQ
1400000,1400,0.0,cartpole_swingup_sparse,3,DrQ
1420000,1420,0.0,cartpole_swingup_sparse,3,DrQ
1440000,1440,0.0,cartpole_swingup_sparse,3,DrQ
1460000,1460,0.0,cartpole_swingup_sparse,3,DrQ
1480000,1480,0.0,cartpole_swingup_sparse,3,DrQ
1500000,1500,0.0,cartpole_swingup_sparse,3,DrQ
1520000,1520,0.0,cartpole_swingup_sparse,3,DrQ
1540000,1540,0.0,cartpole_swingup_sparse,3,DrQ
1560000,1560,0.0,cartpole_swingup_sparse,3,DrQ
1580000,1580,0.0,cartpole_swingup_sparse,3,DrQ
1600000,1600,0.0,cartpole_swingup_sparse,3,DrQ
1620000,1620,0.0,cartpole_swingup_sparse,3,DrQ
1640000,1640,0.0,cartpole_swingup_sparse,3,DrQ
1660000,1660,0.0,cartpole_swingup_sparse,3,DrQ
1680000,1680,0.0,cartpole_swingup_sparse,3,DrQ
1700000,1700,0.0,cartpole_swingup_sparse,3,DrQ
1720000,1720,0.0,cartpole_swingup_sparse,3,DrQ
1740000,1740,0.0,cartpole_swingup_sparse,3,DrQ
1760000,1760,0.0,cartpole_swingup_sparse,3,DrQ
1780000,1780,0.0,cartpole_swingup_sparse,3,DrQ
1800000,1800,0.0,cartpole_swingup_sparse,3,DrQ
1820000,1820,0.0,cartpole_swingup_sparse,3,DrQ
1840000,1840,0.0,cartpole_swingup_sparse,3,DrQ
1860000,1860,0.0,cartpole_swingup_sparse,3,DrQ
1880000,1880,0.0,cartpole_swingup_sparse,3,DrQ
1900000,1900,0.0,cartpole_swingup_sparse,3,DrQ
1920000,1920,0.0,cartpole_swingup_sparse,3,DrQ
1940000,1940,0.0,cartpole_swingup_sparse,3,DrQ
1960000,1960,0.0,cartpole_swingup_sparse,3,DrQ
1980000,1980,0.0,cartpole_swingup_sparse,3,DrQ
2000000,2000,0.0,cartpole_swingup_sparse,3,DrQ
2020000,2020,0.0,cartpole_swingup_sparse,3,DrQ
2040000,2040,0.0,cartpole_swingup_sparse,3,DrQ
2060000,2060,0.0,cartpole_swingup_sparse,3,DrQ
2080000,2080,0.0,cartpole_swingup_sparse,3,DrQ
2100000,2100,0.0,cartpole_swingup_sparse,3,DrQ
2120000,2120,0.0,cartpole_swingup_sparse,3,DrQ
2140000,2140,0.0,cartpole_swingup_sparse,3,DrQ
2160000,2160,0.0,cartpole_swingup_sparse,3,DrQ
2180000,2180,0.0,cartpole_swingup_sparse,3,DrQ
2200000,2200,0.0,cartpole_swingup_sparse,3,DrQ
2220000,2220,0.0,cartpole_swingup_sparse,3,DrQ
2240000,2240,0.0,cartpole_swingup_sparse,3,DrQ
2260000,2260,0.0,cartpole_swingup_sparse,3,DrQ
2280000,2280,0.0,cartpole_swingup_sparse,3,DrQ
2300000,2300,0.0,cartpole_swingup_sparse,3,DrQ
2320000,2320,0.0,cartpole_swingup_sparse,3,DrQ
2340000,2340,0.0,cartpole_swingup_sparse,3,DrQ
2360000,2360,0.0,cartpole_swingup_sparse,3,DrQ
2380000,2380,0.0,cartpole_swingup_sparse,3,DrQ
2400000,2400,0.0,cartpole_swingup_sparse,3,DrQ
2420000,2420,0.0,cartpole_swingup_sparse,3,DrQ
2440000,2440,0.0,cartpole_swingup_sparse,3,DrQ
2460000,2460,0.0,cartpole_swingup_sparse,3,DrQ
2480000,2480,0.0,cartpole_swingup_sparse,3,DrQ
2500000,2500,0.0,cartpole_swingup_sparse,3,DrQ
2520000,2520,0.0,cartpole_swingup_sparse,3,DrQ
2540000,2540,0.0,cartpole_swingup_sparse,3,DrQ
2560000,2560,0.0,cartpole_swingup_sparse,3,DrQ
2580000,2580,0.0,cartpole_swingup_sparse,3,DrQ
2600000,2600,0.0,cartpole_swingup_sparse,3,DrQ
2620000,2620,0.0,cartpole_swingup_sparse,3,DrQ
2640000,2640,0.0,cartpole_swingup_sparse,3,DrQ
2660000,2660,0.0,cartpole_swingup_sparse,3,DrQ
2680000,2680,0.0,cartpole_swingup_sparse,3,DrQ
2700000,2700,0.0,cartpole_swingup_sparse,3,DrQ
2720000,2720,0.0,cartpole_swingup_sparse,3,DrQ
2740000,2740,0.0,cartpole_swingup_sparse,3,DrQ
2760000,2760,0.0,cartpole_swingup_sparse,3,DrQ
2780000,2780,0.0,cartpole_swingup_sparse,3,DrQ
2800000,2800,0.0,cartpole_swingup_sparse,3,DrQ
2820000,2820,0.0,cartpole_swingup_sparse,3,DrQ
2840000,2840,0.0,cartpole_swingup_sparse,3,DrQ
2860000,2860,0.0,cartpole_swingup_sparse,3,DrQ
2880000,2880,0.0,cartpole_swingup_sparse,3,DrQ
2900000,2900,0.0,cartpole_swingup_sparse,3,DrQ
2920000,2920,0.0,cartpole_swingup_sparse,3,DrQ
2940000,2940,0.0,cartpole_swingup_sparse,3,DrQ
2960000,2960,0.0,cartpole_swingup_sparse,3,DrQ
2980000,2980,0.0,cartpole_swingup_sparse,3,DrQ
3000000,3000,0.0,cartpole_swingup_sparse,3,DrQ
3020000,3020,0.0,cartpole_swingup_sparse,3,DrQ
3040000,3040,0.0,cartpole_swingup_sparse,3,DrQ
3060000,3060,0.0,cartpole_swingup_sparse,3,DrQ
3080000,3080,0.0,cartpole_swingup_sparse,3,DrQ
3100000,3100,0.0,cartpole_swingup_sparse,3,DrQ
3120000,3120,0.0,cartpole_swingup_sparse,3,DrQ
3140000,3140,0.0,cartpole_swingup_sparse,3,DrQ
0,0,0.0,cartpole_swingup_sparse,4,DrQ
